lon,lat,longitude,latitude
-127.6476205,53.7266683,-127.6476205,53.7266683
76.7794179,30.7333148,76.7794179,30.7333148
-95.712891,37.09024,-95.712891,37.09024
-81.1637245,33.836081,-81.1637245,33.836081
-79.9414266,37.2709704,-79.9414266,37.2709704
-111.972514,54.7696415,-111.972514,54.7696415
-73.134961,40.789142,-73.134961,40.789142
-98.8719843,30.2752011,-98.8719843,30.2752011
-113.625642,53.6304753,-113.625642,53.6304753
-95.266826,36.249758,-95.266826,36.249758
-96.3699632,30.6743643,-96.3699632,30.6743643
-106.346771,56.130366,-106.346771,56.130366
-74.0059728,40.7127753,-74.0059728,40.7127753
-95.3698028,29.7604267,-95.3698028,29.7604267
-77.0863383,35.0821039,-77.0863383,35.0821039
-122.788377,45.4604,-122.788377,45.4604
-90.0332988,35.1079369,-90.0332988,35.1079369
-71.3824374,42.4072107,-71.3824374,42.4072107
-75.1652215,39.9525839,-75.1652215,39.9525839
-43.3996264,-22.7645391,-43.3996264,-22.7645391
-113.4909267,53.544389,-113.4909267,53.544389
-74.4056612,40.0583238,-74.4056612,40.0583238
-82.907123,40.4172871,-82.907123,40.4172871
-77.4360481,37.5407246,-77.4360481,37.5407246
-122.272747,37.8715926,-122.272747,37.8715926
-93.2650108,44.977753,-93.2650108,44.977753
-77.0909809,38.8816208,-77.0909809,38.8816208
-84.3879824,33.7489954,-84.3879824,33.7489954
-71.0588801,42.3600825,-71.0588801,42.3600825
-84.4013462,42.245869,-84.4013462,42.245869
-43.1728965,-22.9068467,-43.1728965,-22.9068467
-112.4291464,33.2917968,-112.4291464,33.2917968
-75.4007058,39.9868904,-75.4007058,39.9868904
-96.7969879,32.7766642,-96.7969879,32.7766642
-107.8140452,37.6302699,-107.8140452,37.6302699
-86.4808043,36.9685219,-86.4808043,36.9685219
-73.9321664,40.6232714,-73.9321664,40.6232714
-80.2767327,26.6514503,-80.2767327,26.6514503
-118.2436849,34.0522342,-118.2436849,34.0522342
-117.2712717,32.8328112,-117.2712717,32.8328112
-2.2426305,53.4807593,-2.2426305,53.4807593
-1.2577263,51.7520209,-1.2577263,51.7520209
-73.4948445,41.146763,-73.4948445,41.146763
0.407962,52.24488,0.407962,52.24488
-5.93012,54.597285,-5.93012,54.597285
5.291266,52.132633,5.291266,52.132633
-77.0368707,38.9071923,-77.0368707,38.9071923
-94.5785667,39.0997265,-94.5785667,39.0997265
-121.8946761,36.6002378,-121.8946761,36.6002378
-94.3413168,34.0378916,-94.3413168,34.0378916
-77.8868117,34.2103894,-77.8868117,34.2103894
-119.4179324,36.778261,-119.4179324,36.778261
-122.3320708,47.6062095,-122.3320708,47.6062095
-99.9018131,31.9685988,-99.9018131,31.9685988
-122.8490125,49.1913466,-122.8490125,49.1913466
-122.4194155,37.7749295,-122.4194155,37.7749295
-87.9403418,41.8994744,-87.9403418,41.8994744
-34.8450118,-7.1194958,-34.8450118,-7.1194958
-81.6326234,38.3498195,-81.6326234,38.3498195
-74.0218063,41.0589855,-74.0218063,41.0589855
-78.7518608,33.7951993,-78.7518608,33.7951993
-115.1398296,36.1699412,-115.1398296,36.1699412
73.1812187,22.3071588,73.1812187,22.3071588
-73.7823549,40.9114882,-73.7823549,40.9114882
-97.5164276,35.4675602,-97.5164276,35.4675602
-81.6943605,41.49932,-81.6943605,41.49932
-82.45974,27.993216,-82.45974,27.993216
-87.6297982,41.8781136,-87.6297982,41.8781136
-71.4948322,42.8678693,-71.4948322,42.8678693
153.0251235,-27.4697707,153.0251235,-27.4697707
-73.9458877,40.6632329,-73.9458877,40.6632329
-118.4751058,34.0651581,-118.4751058,34.0651581
106.8105998,-6.2614927,106.8105998,-6.2614927
-61.222503,10.691803,-61.222503,10.691803
-73.8205567,45.4895636,-73.8205567,45.4895636
5.8428281,51.8448837,5.8428281,51.8448837
-75.387693,39.9167783,-75.387693,39.9167783
-123.1207375,49.2827291,-123.1207375,49.2827291
-86.156483,39.7676769,-86.156483,39.7676769
-95.6400855,37.0329949,-95.6400855,37.0329949
-1.383801,54.906869,-1.383801,54.906869
2.3622582,41.5132248,2.3622582,41.5132248
23.6469832,37.9429857,23.6469832,37.9429857
-79.0192997,35.7595731,-79.0192997,35.7595731
-74.0824545,40.7199598,-74.0824545,40.7199598
110.7122465,-7.6145292,110.7122465,-7.6145292
-3.74922,40.463667,-3.74922,40.463667
39.1925048,21.485811,39.1925048,21.485811
-81.5157535,27.6648274,-81.5157535,27.6648274
-83.373339,42.5678534,-83.373339,42.5678534
28.2292712,-25.7478676,28.2292712,-25.7478676
-75.1594389,39.9532957,-75.1594389,39.9532957
-94.6858998,46.729553,-94.6858998,46.729553
-82.2569667,36.515694,-82.2569667,36.515694
-0.1277583,51.5073509,-0.1277583,51.5073509
18.0685808,59.3293235,18.0685808,59.3293235
-4.6679959,55.3649698,-4.6679959,55.3649698
-98.4842465,39.011902,-98.4842465,39.011902
-2.094523,53.478764,-2.094523,53.478764
-73.8584684,41.085652,-73.8584684,41.085652
69.345116,30.375321,69.345116,30.375321
-75.6522278,39.8737889,-75.6522278,39.8737889
-89.7004215,40.3084762,-89.7004215,40.3084762
7.7953337,51.4377453,7.7953337,51.4377453
-1.1743197,52.3555177,-1.1743197,52.3555177
7.4632841,51.3670777,7.4632841,51.3670777
-43.3699377,-22.7907116,-43.3699377,-22.7907116
-0.064649,52.79971,-0.064649,52.79971
19.145136,51.919438,19.145136,51.919438
5.8236706,51.0031681,5.8236706,51.0031681
72.8776559,19.0759837,72.8776559,19.0759837
-3.17909,51.481581,-3.17909,51.481581
-2.0809891,53.4805828,-2.0809891,53.4805828
-95.9915346,36.1568902,-95.9915346,36.1568902
-3.7837117,52.1306607,-3.7837117,52.1306607
-0.5599501,51.3147593,-0.5599501,51.3147593
-120.5542012,43.8041334,-120.5542012,43.8041334
-118.2459273,34.0500183,-118.2459273,34.0500183
13.404954,52.5200066,13.404954,52.5200066
78.96288,20.593684,78.96288,20.593684
-38.5269981,-3.7327144,-38.5269981,-3.7327144
106.845599,-6.2087634,106.845599,-6.2087634
14.4378005,50.0755381,14.4378005,50.0755381
113.921327,-0.789275,113.921327,-0.789275
-76.004923,41.2053599,-76.004923,41.2053599
-73.977617,40.7762676,-73.977617,40.7762676
-94.6030084,34.8955218,-94.6030084,34.8955218
-117.9211014,33.6367575,-117.9211014,33.6367575
-106.650422,35.0843859,-106.650422,35.0843859
-90.4973286,36.0584021,-90.4973286,36.0584021
-114.7420408,44.0682019,-114.7420408,44.0682019
-59.543198,13.193887,-59.543198,13.193887
-73.9441579,40.6781784,-73.9441579,40.6781784
-71.0040013,42.2079017,-71.0040013,42.2079017
12.56738,41.87194,12.56738,41.87194
-77.0486233,38.9029612,-77.0486233,38.9029612
151.2092955,-33.8688197,151.2092955,-33.8688197
-116.419389,34.9592083,-116.419389,34.9592083
-72.307869,43.7153482,-72.307869,43.7153482
-86.01335,39.9567548,-86.01335,39.9567548
107.6191228,-6.9174639,107.6191228,-6.9174639
-1.5200789,52.2851905,-1.5200789,52.2851905
-51.92528,-14.235004,-51.92528,-14.235004
-83.9296526,39.6847822,-83.9296526,39.6847822
-77.1945247,41.2033216,-77.1945247,41.2033216
-90.1994042,38.6270025,-90.1994042,38.6270025
-80.6326916,26.3013917,-80.6326916,26.3013917
151.6676377,-30.2168387,151.6676377,-30.2168387
-85.6811017,42.9851272,-85.6811017,42.9851272
-52.7125768,47.5615096,-52.7125768,47.5615096
-106.0975203,39.5744309,-106.0975203,39.5744309
2.6370411,48.8499198,2.6370411,48.8499198
-91.1871466,30.4514677,-91.1871466,30.4514677
-87.9064736,43.0389025,-87.9064736,43.0389025
-75.1969346,39.8422093,-75.1969346,39.8422093
-81.9320482,34.9495672,-81.9320482,34.9495672
-95.111255,37.1651374,-95.111255,37.1651374
-88.9936873,40.4842027,-88.9936873,40.4842027
-83.5378674,41.6528052,-83.5378674,41.6528052
12.3401709,62.2786475,12.3401709,62.2786475
23.7275388,37.9838096,23.7275388,37.9838096
-88.7878678,43.7844397,-88.7878678,43.7844397
-72.9278835,41.308274,-72.9278835,41.308274
-82.4456973,38.4156048,-82.4456973,38.4156048
-71.4547891,42.9956397,-71.4547891,42.9956397
-92.4801989,44.0121221,-92.4801989,44.0121221
-75.085295,40.010837,-75.085295,40.010837
-93.097702,41.8780025,-93.097702,41.8780025
-91.9623327,30.9842977,-91.9623327,30.9842977
-86.7816016,36.1626638,-86.7816016,36.1626638
-95.992775,36.1539816,-95.992775,36.1539816
-78.6381787,35.7795897,-78.6381787,35.7795897
-117.8265049,33.6845673,-117.8265049,33.6845673
-3.413702,50.619957,-3.413702,50.619957
-90.0489801,35.1495343,-90.0489801,35.1495343
-3.435973,55.378051,-3.435973,55.378051
-112.0740373,33.4483771,-112.0740373,33.4483771
-83.036027,29.135971,-83.036027,29.135971
-99.7558884,32.3988836,-99.7558884,32.3988836
-81.3792365,28.5383355,-81.3792365,28.5383355
-76.8867008,40.2731911,-76.8867008,40.2731911
-76.6121893,39.2903848,-76.6121893,39.2903848
-80.2331036,26.1275862,-80.2331036,26.1275862
-77.6088465,43.1565779,-77.6088465,43.1565779
-79.3831843,43.653226,-79.3831843,43.653226
-91.8318334,37.9642529,-91.8318334,37.9642529
-90.1717987,44.6688524,-90.1717987,44.6688524
-79.9558968,39.629526,-79.9558968,39.629526
4.3517211,50.8503463,4.3517211,50.8503463
-88.0017261,41.673642,-88.0017261,41.673642
-81.655651,30.3321838,-81.655651,30.3321838
-97.938351,29.888411,-97.938351,29.888411
-95.6963355,30.3882613,-95.6963355,30.3882613
46.6752957,24.7135517,46.6752957,24.7135517
-87.2169149,30.421309,-87.2169149,30.421309
-75.1946248,40.9867609,-75.1946248,40.9867609
-105.0813734,39.7047095,-105.0813734,39.7047095
-85.323214,51.253775,-85.323214,51.253775
-74.511172,40.3025907,-74.511172,40.3025907
-75.4714098,40.6022939,-75.4714098,40.6022939
-79.9958864,40.4406248,-79.9958864,40.4406248
-86.1349019,40.2671941,-86.1349019,40.2671941
-73.1227416,7.119349,-73.1227416,7.119349
-85.6023643,44.3148443,-85.6023643,44.3148443
-76.7868223,18.0141722,-76.7868223,18.0141722
-122.3880624,37.6174563,-122.3880624,37.6174563
-63.4168136,46.510712,-63.4168136,46.510712
-71.1097335,42.3736158,-71.1097335,42.3736158
-63.664938,45.854933,-63.664938,45.854933
-83.9879625,33.9562149,-83.9879625,33.9562149
-73.8370786,40.9125992,-73.8370786,40.9125992
-94.8191285,38.8813958,-94.8191285,38.8813958
-76.6412712,39.0457549,-76.6412712,39.0457549
-2.0218293,52.6999408,-2.0218293,52.6999408
80.9461592,26.8467088,80.9461592,26.8467088
139.6917064,35.6894875,139.6917064,35.6894875
-2.081112,52.512255,-2.081112,52.512255
-77.4985673,38.9120704,-77.4985673,38.9120704
-121.8863286,37.3382082,-121.8863286,37.3382082
143.95555,-6.314993,143.95555,-6.314993
93.7536663,25.8629885,93.7536663,25.8629885
2.1734035,41.3850639,2.1734035,41.3850639
0.1171786,51.4519021,0.1171786,51.4519021
-90.0715323,29.9510658,-90.0715323,29.9510658
-0.0909852,51.5123443,-0.0909852,51.5123443
75.0177029,29.5335931,75.0177029,29.5335931
-1.2660382,51.7785091,-1.2660382,51.7785091
-97.9364326,35.052565,-97.9364326,35.052565
138.6007456,-34.9284989,138.6007456,-34.9284989
103.819836,1.352083,103.819836,1.352083
-70.9467133,42.2459331,-70.9467133,42.2459331
77.3910265,28.5355161,77.3910265,28.5355161
-93.2929161,37.2249884,-93.2929161,37.2249884
-122.910956,49.2057179,-122.910956,49.2057179
-82.4571776,27.950575,-82.4571776,27.950575
-117.1261505,32.8396199,-117.1261505,32.8396199
-63.744311,44.6819866,-63.744311,44.6819866
-123.2620435,44.5645659,-123.2620435,44.5645659
-47.8103238,-21.1704008,-47.8103238,-21.1704008
-78.898619,35.9940329,-78.898619,35.9940329
-122.2711137,37.8043637,-122.2711137,37.8043637
-82.7535049,39.8842304,-82.7535049,39.8842304
-84.3782734,39.2320029,-84.3782734,39.2320029
-98.4936282,29.4241219,-98.4936282,29.4241219
-82.4065901,42.974536,-82.4065901,42.974536
-97.7430608,30.267153,-97.7430608,30.267153
-104.990251,39.7392358,-104.990251,39.7392358
-74.2401609,40.8298006,-74.2401609,40.8298006
-117.1610838,32.715738,-117.1610838,32.715738
-74.2057011,41.0167639,-74.2057011,41.0167639
-3.2239582,51.4944589,-3.2239582,51.4944589
-86.48984,46.273527,-86.48984,46.273527
-123.3656444,48.4284207,-123.3656444,48.4284207
-83.2948922,36.2139814,-83.2948922,36.2139814
-75.1204934,39.9439654,-75.1204934,39.9439654
-122.2220674,47.5706548,-122.2220674,47.5706548
-1.3927199,52.9133513,-1.3927199,52.9133513
-79.8711024,43.2557206,-79.8711024,43.2557206
-84.5120196,39.1031182,-84.5120196,39.1031182
-117.9988026,33.6594835,-117.9988026,33.6594835
-105.7820674,39.5500507,-105.7820674,39.5500507
-120.7401385,47.7510741,-120.7401385,47.7510741
-74.2286435,40.7263249,-74.2286435,40.7263249
-75.1926937,40.1416782,-75.1926937,40.1416782
-79.2906976,43.6722468,-79.2906976,43.6722468
-72.2495231,41.8084314,-72.2495231,41.8084314
-111.891363,40.767829,-111.891363,40.767829
-121.9877444,38.3565773,-121.9877444,38.3565773
-118.081733,33.9022367,-118.081733,33.9022367
-118.3089624,33.8883487,-118.3089624,33.8883487
-118.2250725,33.9816812,-118.2250725,33.9816812
-77.0947092,38.984652,-77.0947092,38.984652
-105.2551187,54.5259614,-105.2551187,54.5259614
77.2090212,28.6139391,77.2090212,28.6139391
-119.7029194,36.8252277,-119.7029194,36.8252277
-56.1645314,-34.9011127,-56.1645314,-34.9011127
-74.0381143,40.2276709,-74.0381143,40.2276709
-6.2603097,53.3498053,-6.2603097,53.3498053
2.3522219,48.856614,2.3522219,48.856614
-79.7919754,36.0726354,-79.7919754,36.0726354
-105.2227978,35.5942137,-105.2227978,35.5942137
-89.6515763,39.802343,-89.6515763,39.802343
-63.5752387,44.6487635,-63.5752387,44.6487635
-87.8445119,42.1711365,-87.8445119,42.1711365
-80.244216,36.0998596,-80.244216,36.0998596
1.5208624,41.5911589,1.5208624,41.5911589
-101.7203993,41.1282178,-101.7203993,41.1282178
-122.0363496,37.36883,-122.0363496,37.36883
-76.0763305,38.7742826,-76.0763305,38.7742826
-75.5276699,38.9108325,-75.5276699,38.9108325
-81.378447,40.7989473,-81.378447,40.7989473
11.8796336,43.4632839,11.8796336,43.4632839
0.4690888,51.7343313,0.4690888,51.7343313
4.5281733,52.1509854,4.5281733,52.1509854
-84.1593818,39.6283928,-84.1593818,39.6283928
-2.010793,52.5361674,-2.010793,52.5361674
-0.2376744,51.8097823,-0.2376744,51.8097823
-82.4542632,27.0997775,-82.4542632,27.0997775
16.6043199,40.666379,16.6043199,40.666379
-111.0937311,34.0489281,-111.0937311,34.0489281
-1.3259683,53.4696968,-1.3259683,53.4696968
88.363895,22.572646,88.363895,22.572646
-80.0461688,44.4971653,-80.0461688,44.4971653
-78.4678382,-0.1806532,-78.4678382,-0.1806532
-123.1146598,49.2841278,-123.1146598,49.2841278
78.1358472,29.3724422,78.1358472,29.3724422
101.686855,3.139003,101.686855,3.139003
144.793731,13.444304,144.793731,13.444304
-97.092877,35.0077519,-97.092877,35.0077519
-89.7984096,32.3129234,-89.7984096,32.3129234
-77.3783789,39.1289725,-77.3783789,39.1289725
-74.0303643,40.7435272,-74.0303643,40.7435272
114.109497,22.396428,114.109497,22.396428
-117.9298493,33.6188829,-117.9298493,33.6188829
-121.4943996,38.5815719,-121.4943996,38.5815719
124.9229946,8.0515054,124.9229946,8.0515054
-157.8583333,21.3069444,-157.8583333,21.3069444
-97.8530686,30.5788055,-97.8530686,30.5788055
-84.2700179,37.8393332,-84.2700179,37.8393332
-87.5710898,37.9715592,-87.5710898,37.9715592
-158.125548,21.3393551,-158.125548,21.3393551
-91.8318334,35.20105,-91.8318334,35.20105
32.8597419,39.9333635,32.8597419,39.9333635
-87.9631308,42.1662831,-87.9631308,42.1662831
-83.0790865,42.8105356,-83.0790865,42.8105356
-90.4974359,38.7881062,-90.4974359,38.7881062
-122.6587185,45.5122308,-122.6587185,45.5122308
-84.38131,33.8616694,-84.38131,33.8616694
-86.158068,39.768403,-86.158068,39.768403
-97.3307658,32.7554883,-97.3307658,32.7554883
-73.9925304,40.7328197,-73.9925304,40.7328197
-110.2772856,31.5455001,-110.2772856,31.5455001
100.5017651,13.7563309,100.5017651,13.7563309
-81.3178446,28.7588833,-81.3178446,28.7588833
-94.7976958,29.3013479,-94.7976958,29.3013479
-96.9178229,32.8949441,-96.9178229,32.8949441
-71.072643,42.351122,-71.072643,42.351122
-77.3645653,35.6055108,-77.3645653,35.6055108
-85.7584557,38.2526647,-85.7584557,38.2526647
-99.133208,19.4326077,-99.133208,19.4326077
-80.8431267,35.2270869,-80.8431267,35.2270869
-77.0469214,38.8048355,-77.0469214,38.8048355
16.8718715,41.1171432,16.8718715,41.1171432
-76.1783739,40.0466571,-76.1783739,40.0466571
-82.9000751,32.1656221,-82.9000751,32.1656221
-3.073754,53.3727181,-3.073754,53.3727181
32.7520139,0.3548655,32.7520139,0.3548655
-117.8531007,33.7879139,-117.8531007,33.7879139
-1.3080629,51.0576948,-1.3080629,51.0576948
